,favorite_count,retweet_count,sia_compound,sia_negative,sia_neutral,sia_positive,target,text,time
43,,,0.8689,0.0,0.62,0.38,0,RT @colinbphoto: Some astounding #StudentJournalism here via @DailyBruin.\nImages by Jintak Han/Daily Bruin. Hoping the best for you all out\xe2\x80\xa6',10/29/2019 22:50
44,,,0.7506,0.0,0.7659999999999999,0.23399999999999999,1,RT @ArchbishopGomez: Grateful for the brave work of the @LAFD in protecting our retired Sisters of St. Joseph of Carondelet in Brentwood du\xe2\x80\xa6',10/29/2019 22:50
45,,,-0.6705,0.297,0.703,0.0,1,California: 15% of Getty Fire contained ahead of dangerous wind event (LA mayor) | AFP\n\n  https://t.co/loBqqgs9mG',10/29/2019 22:50
46,,,0.5994,0.0,0.742,0.258,1,Want to find the proximate cause of the #GettyFire? Feel free to investigate power lines. Want to know why\xe2\x80\xa6 https://t.co/YJlH1Mzoej',10/29/2019 22:50
47,,,-0.6597,0.293,0.607,0.1,1,RT @RamiRobyn: Bless the California State prison inmates fighting the Getty fire and all California wildfires despite the fact that because\xe2\x80\xa6',10/29/2019 22:49
48,,,0.0,0.0,1.0,0.0,1,RT @LAFD: Update #GettyFire #BrushFire; INC#0074; 2:15PM; Sb 405 Fy X Getty Center Dr; https://t.co/33iqXYSlVj; #LosAngeles; As of 2:15PM o\xe2\x80\xa6',10/29/2019 22:49
49,,,-0.1531,0.14,0.7559999999999999,0.105,1,Getty Fire 15% Contained Ahead Of Year\xe2\x80\x99s \xe2\x80\x9cMost Significant Wind Event\xe2\x80\x9d Tonight \xe2\x80\x93 Deadline https://t.co/Cec2o6GKlO',10/29/2019 22:49
50,,,-0.6997,0.293,0.7070000000000001,0.0,1,"RT @GreenEnergyNews: On Fire And In The Dark, California Braces For More Dangerous Winds https://t.co/l8wzrzTy4b https://t.co/NBw5cXaWQN'",10/29/2019 22:49
51,,,0.4926,0.0,0.8029999999999999,0.19699999999999998,1,RT @OurRevolution: Stay Safe in Cali!  We need to address the #ClimateCrisis ASAP. https://t.co/WUdfNpdxlw',10/29/2019 22:49
52,,,-0.5526,0.17300000000000001,0.8270000000000001,0.0,1,@LASDBrink @johnandkenshow AGREED!!!!! and Why is Garcetti doing the press conferences for the Getty Fire? We have\xe2\x80\xa6 https://t.co/fgDXf7brsi',10/29/2019 22:49
53,,,0.0164,0.121,0.755,0.124,1,"RT @striderraven1: 'Absolutely crazy': Drivers share video of Getty Fire roaring along Los ... https://t.co/ouq6nefEfi via @YouTube""",10/29/2019 22:49
54,,,-0.5574,0.205,0.795,0.0,1,"Millions brace for blackouts, hurricane-force winds as California's Kincade, Getty fires rage https://t.co/6rB9n519ba via @USATODAY""",10/29/2019 22:49
55,,,-0.34,0.231,0.769,0.0,1,"Getty Fire grows to 618 acres, burns 8 homes\nhttps://t.co/wXYS5nx4v1\nDRE 01329053'",10/29/2019 22:49
56,,,-0.4118,0.23800000000000002,0.762,0.0,1,"Fire rages around famous California Getty museum, but priceless art is staying put https://t.co/hP3MiRQ7mj'",10/29/2019 22:49
57,,,0.2584,0.0,0.912,0.08800000000000001,1,"RT @latimes: When she left her house,  Carmen Solano didn't know a brush fire had erupted near the neighborhood where she worked.\n\nWhen she\xe2\x80\xa6""",10/29/2019 22:48
58,,,0.8689,0.0,0.57,0.43,0,Some astounding #StudentJournalism here via @DailyBruin.\nImages by Jintak Han/Daily Bruin. Hoping the best for you\xe2\x80\xa6 https://t.co/m7GN7Vm8DZ',10/29/2019 22:48
59,,,0.6596,0.0,0.787,0.213,1,"@worthystyle Thank you Twitter D! Air is a little better today, and winds have been quiet up in Sonoma. My sister d\xe2\x80\xa6 https://t.co/4QggjCYO05'",10/29/2019 22:48
60,,,-0.34,0.098,0.902,0.0,1,@Q2ndWave IMO the Getty fire started by arsonist at 2 AM on the south lanes of 405 Fwy near Getty museum. Concern a\xe2\x80\xa6 https://t.co/LeGA9otdSp',10/29/2019 22:47
61,,,-0.1531,0.11900000000000001,0.792,0.08900000000000001,1,"RT @pdvsa_absurda: Top story: Getty fire: Housekeepers, gardener go to work despite the flames - Los Angeles Times https://t.co/0WSuYuQ8hW,\xe2\x80\xa6'",10/29/2019 22:47
62,,,-0.8316,0.495,0.505,0.0,1,"As wildfire rages, LA's 'fire proof' Getty Museum sees no risk to\xc2\xa0art https://t.co/9zIUtXvxVN https://t.co/yAqftdQkns""",10/29/2019 22:47
63,,,-0.3851,0.354,0.434,0.212,1,A fire near the Getty that\xe2\x80\x99s so scary ahhh :((( a beautiful place',10/29/2019 22:47
64,,,-0.4939,0.16699999999999998,0.833,0.0,1,"#GettyFire update as of 3:30 pm:\n-Wildfire has grown to 656 acres, 15% contained\n-12 homes destroyed, 5 damaged\n-Of\xe2\x80\xa6 https://t.co/ECdlf0c9nz'",10/29/2019 22:46
65,,,-0.6124,0.247,0.665,0.08900000000000001,1,"RT @LAPDHQ: Some fight from the ground. Some fight from the air. Throughout the night, they all fight to make progress on the #GettyFire, a\xe2\x80\xa6'",10/29/2019 22:46
66,,,-0.6705,0.419,0.419,0.163,1,The LA Getty Fire crisis response page on FB is such a mess lmfao',10/29/2019 22:46
67,,,0.2023,0.0,0.904,0.096,1,"RT @erik_kwakkel: How LA's Getty Center built a fire-proof fortress for priceless art - including many important medieval manuscripts. http\xe2\x80\xa6""",10/29/2019 22:46
68,,,0.4019,0.091,0.755,0.155,1,RT @Davidlaz: The fire coverage from my @latimes colleagues has been exceptional. Now would be a great time to take out a digital subscript\xe2\x80\xa6',10/29/2019 22:46
69,,,-0.5859,0.348,0.652,0.0,1,Getty fire: \xe2\x80\x98Extreme\xe2\x80\x99 warning issued ahead of hurricane-force Santa Ana winds\nhttps://t.co/PgCvwihZG7',10/29/2019 22:46
70,,,-0.1531,0.132,0.769,0.099,1,"Top story: Getty fire: Housekeepers, gardener go to work despite the flames - Los Angeles Times\xe2\x80\xa6 https://t.co/LKczwEo6SN'",10/29/2019 22:46
71,,,0.4019,0.098,0.735,0.16699999999999998,1,The fire coverage from my @latimes colleagues has been exceptional. Now would be a great time to take out a digital\xe2\x80\xa6 https://t.co/vJDvwQSFlr',10/29/2019 22:46
72,,,0.128,0.124,0.725,0.15,1,RT @kingtacopapi: your mcm lives in korea town and marked himself safe from the getty fire',10/29/2019 22:46
73,,,0.2023,0.0,0.9329999999999999,0.067,1,"RT @LAist: Due to the #GettyFire, Los Angeles' city animal shelters are running out of room for homeless pets and are in urgent need of peo\xe2\x80\xa6""",10/29/2019 22:45
74,,,-0.2247,0.126,0.7809999999999999,0.09300000000000001,1,"RT @JoYurcaba: Also wanna add that hotshot wildland firefighters (who are sent to the most dangerous fires in the country, like Getty) aver\xe2\x80\xa6'",10/29/2019 22:45
75,,,-0.6808,0.203,0.797,0.0,1,RT @knxpete: Getty Fire Brief. Waiting for comments from CA Gov. Gavin Newsom and Mayor Eric Garcetti after flyover and tour of damage from\xe2\x80\xa6',10/29/2019 22:45
76,,,0.4019,0.0,0.8909999999999999,0.109,1,RT @GettyMuseum: How the Getty Center was built to resist fire\xe2\x80\x94and why the safest place for art is inside the museum itself #GettyFire\n\nhtt\xe2\x80\xa6',10/29/2019 22:45
77,,,-0.7906,0.4,0.6,0.0,1,Thousands forced to flee as Getty Fire threatens Los Angeles - ABC News - https://t.co/Ke6fAdDHkw via @ABC',10/29/2019 22:45
78,,,0.0,0.0,1.0,0.0,1,#repost image from #gettyfire yesterday \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 for all updates go to https://t.co/sIwPNPIxf8 https://t.co/HiHlGky290',10/29/2019 22:45
79,,,-0.34,0.138,0.862,0.0,1,Dramatic drive by footage of Getty fire on hills of Los Angeles https://t.co/0NrISDPGX9 via @YouTube\nPlease RT',10/29/2019 22:45
80,,,0.4404,0.0,0.888,0.11199999999999999,1,"hurricane force Santa Ana winds in the forecast for LA, be safe, know how to evacuate and to where, check on your v\xe2\x80\xa6 https://t.co/P4hHC9NVxv'",10/29/2019 22:44
81,,,-0.5859,0.18600000000000003,0.8140000000000001,0.0,1,"RT @intlibecosoc: ""Extreme"" fire warning issued as Santa Ana winds expected to pick up to 80 mph over next three days #GettyFire #ClimateBr\xe2\x80\xa6'",10/29/2019 22:44
82,,,0.4404,0.128,0.588,0.28300000000000003,1,RT @Solar_Sys_Hbt: Getty Center Safe and Secure after Mass Efforts in Getty Fire https://t.co/crCa18eymr',10/29/2019 22:44
83,,,-0.5423,0.243,0.757,0.0,1,"RT @cliffschoenberg: Cliff Schoenberg marked himself bored during The Getty Fire in Los Angeles, California, USA.'",10/29/2019 22:43
84,,,0.4404,0.0,0.838,0.162,1,Arnold Schwarzenegger Appears In Good Spirits After Evacuating His Home Due To Wildfire - The Blast https://t.co/R30ZuhMkS2',10/29/2019 22:43
85,,,-0.7506,0.33,0.67,0.0,1,"Getty Fire, Brentwood, CA ... Cover-up of cause?\nThe now-closed 500-acre Mission Canyon Landfill lies north of the\xe2\x80\xa6 https://t.co/qmJJmJ3RIH'",10/29/2019 22:43
86,,,-0.3736,0.138,0.862,0.0,1,Why is MSM colluding on a the\nCalifornia Fires.. \nThat utility lines are starting fires??\n\nDo a quick search..\n Its\xe2\x80\xa6 https://t.co/xw7IOAvyMD',10/29/2019 22:43
87,,,-0.5859,0.324,0.6759999999999999,0.0,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/WYIj2V4mh9""",10/29/2019 22:43
88,,,0.0,0.0,1.0,0.0,1,"RT @ABC7: @MayorOfLA @LAFDChief #LIVE @LAFDChief says in the event that other fires erupt, firefighters ""have plans in place and are ready\xe2\x80\xa6'",10/29/2019 22:43
89,,,0.1531,0.0,0.932,0.068,1,"RT @kylegoon: ""It\xe2\x80\x99s just challenging at that hour, getting my family, getting my kids, getting everybody and having to evacuate at such a r\xe2\x80\xa6'",10/29/2019 22:42
90,,,-0.5859,0.28600000000000003,0.7140000000000001,0.0,1,"RT @Tyril: Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/heVy6DFplq""",10/29/2019 22:42
91,,,0.4939,0.0,0.652,0.348,1,Can California Save Itself From Burning? https://t.co/dv39VuOcyI',10/29/2019 22:42
92,,,-0.6124,0.19699999999999998,0.758,0.045,1,RT @latimes: The Getty fire broke out along the 405 Freeway near the Getty Center and was spreading to the south and west.\nhttps://t.co/i5Z\xe2\x80\xa6',10/29/2019 22:42
93,,,-0.34,0.11199999999999999,0.888,0.0,1,"LADWP owns the power line that sparked the Getty Fire . Not a peep from the Governor, only DEMONIZING the investor\xe2\x80\xa6 https://t.co/K227464R4f'",10/29/2019 22:42
94,,,-0.7845,0.317,0.6829999999999999,0.0,1,"As the weather worsens, the Kincade and Getty fires are part of a vicious wildfire season straining the resources o\xe2\x80\xa6 https://t.co/3fLaTYPZZa'",10/29/2019 22:42
95,,,0.7184,0.0,0.6,0.4,1,Let\xe2\x80\x99s intend some ease and peace over next 24 hours\xf0\x9f\x8c\x9f https://t.co/ISAmiFAXSQ',10/29/2019 22:42
96,,,-0.34,0.11800000000000001,0.882,0.0,1,"RT @KTLA: Power pole at center of 656-acre Getty Fire investigation; evacuees told to ""stay away"" @ericspillman reports https://t.co/AxyIlT\xe2\x80\xa6'",10/29/2019 22:41
97,,,-0.4767,0.24100000000000002,0.643,0.11599999999999999,1,"Getty fire: Punishing Santa Ana winds, the strongest of the season, build as blaze grows \n---\nTHERE IS\nNOTHING WRON\xe2\x80\xa6 https://t.co/z2wHiAZMwX'",10/29/2019 22:41
98,,,-0.34,0.11800000000000001,0.882,0.0,1,"As the #KincadeFire continues to ravage Northern California\xe2\x80\x99s Sonoma County, fire crews are bracing for some of the\xe2\x80\xa6 https://t.co/0QyfiEbcKK'",10/29/2019 22:41
99,,,-0.5859,0.324,0.6759999999999999,0.0,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/heVy6DFplq""",10/29/2019 22:40
100,,,-0.7184,0.5,0.5,0.0,1,"Southern California's Getty fire destroys 12 homes https://t.co/gIYVhA7YcF""",10/29/2019 22:40
101,,,-0.5859,0.324,0.6759999999999999,0.0,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/fBzjCOxOIi""",10/29/2019 22:40
102,,,0.0772,0.149,0.6829999999999999,0.168,1,Why the Getty Center Is the Safest Place for Art During a Fire https://t.co/xgVtLoZ4cR',10/29/2019 22:40
103,,,-0.34,0.179,0.821,0.0,1,Celebrities flee as fast-moving fire ignites near Getty Centre in LA https://t.co/lomhcTh1hP',10/29/2019 22:40
104,,,-0.5574,0.184,0.816,0.0,1,"RT @JimPolk: Millions brace for blackouts, hurricane-force winds as California's Kincade, Getty fires rage https://t.co/5Bx6r6xdIJ via @usa\xe2\x80\xa6""",10/29/2019 22:40
105,,,0.0,0.0,1.0,0.0,1,#gettyfire2019 d \n\nLies and more Lies\n\nhttps://t.co/SEFzOxoWlq',10/29/2019 22:40
106,,,0.4404,0.14400000000000002,0.539,0.317,1,Getty Center Safe and Secure after Mass Efforts in Getty Fire https://t.co/crCa18eymr',10/29/2019 22:39
107,,,-0.765,0.369,0.631,0.0,1,Los Angeles crews race to fight Getty fire as it threatens pricey enclaves https://t.co/KoKeSS5BiK via @nbcnews',10/29/2019 22:39
108,,,0.6948,0.071,0.706,0.223,1,"RT @lexalax: I'm so happy @hildurness was able to stop by the studio and tell us all about creating the music for @jokermovie \n(Also always\xe2\x80\xa6""",10/29/2019 22:39
109,,,-0.5859,0.324,0.6759999999999999,0.0,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/FBv85iboC0""",10/29/2019 22:39
110,,,-0.5106,0.272,0.563,0.16399999999999998,1,RT @michaeljduarte: Huge brush fire raging off the 405 freeway at Getty Center Dr. #GettyFire https://t.co/S9qth2l54J',10/29/2019 22:39
111,,,-0.6808,0.387,0.5329999999999999,0.08,1,Driver On 405 Freeway Films Getty Fire Raging On Hillside https://t.co/gLuU0bhH0y',10/29/2019 22:39
112,,,-0.34,0.146,0.8540000000000001,0.0,1,California #wildfires: unprecedented extreme red flag warning issued for Los Angeles area \xe2\x80\x93 live https://t.co/WkKQv0zeXT',10/29/2019 22:39
113,,,0.1531,0.075,0.8270000000000001,0.098,1,"RT @PhaedraPezzullo: When the wealthy forget to tell their employees it's time to evacuate: \xe2\x80\x9cIf they say I have to evacuate, I will,\xe2\x80\x9d he sa\xe2\x80\xa6""",10/29/2019 22:39
114,,,0.0,0.0,1.0,0.0,1,California in fire\nEverything is burning by wild \xf0\x9f\x94\xa5\nhttps://t.co/LfHg5EAVtW',10/29/2019 22:38
115,,,-0.4939,0.21899999999999997,0.7809999999999999,0.0,1,"More than 20 million weary Californians facing ""extreme"" or ""critical"" wildfire risks were monitoring preemptive po\xe2\x80\xa6 https://t.co/bhUZMtKZXj'",10/29/2019 22:38
116,,,0.5574,0.08800000000000001,0.693,0.21899999999999997,1,@BetteMidler Thank you.  My daughters are (again) way too close to the Getty fire for Mom\xe2\x80\x99s peace of mind. I\xe2\x80\x99m keep\xe2\x80\xa6 https://t.co/nniBDcoHYU',10/29/2019 22:38
117,,,-0.8074,0.3,0.7,0.0,1,"RT @MondaireJones: These stories are devastating. Since yesterday, the California wildfires have spread thousands of acres and forced over\xe2\x80\xa6'",10/29/2019 22:38
118,,,-0.6486,0.209,0.7909999999999999,0.0,1,RT @OmarJimenez: What was left behind on a neighborhood stretch of about a block after the Getty Fire ripped through. Winds are expected to\xe2\x80\xa6',10/29/2019 22:37
119,,,-0.0173,0.17800000000000002,0.684,0.138,1,"In the bizarre alternate reality in which I could afford to buy a house in Bel-Air, I am marked SAFE in the Getty Fire'",10/29/2019 22:37
120,,,-0.2732,0.106,0.8370000000000001,0.057,1,"RT @latimes: About 3,300 homes were under mandatory evacuation orders as the fire rapidly spread in the early morning hours. https://t.co/i\xe2\x80\xa6'",10/29/2019 22:36
121,,,-0.5423,0.273,0.727,0.0,1,"Cliff Schoenberg marked himself bored during The Getty Fire in Los Angeles, California, USA.'",10/29/2019 22:36
122,,,0.128,0.217,0.5429999999999999,0.24,1,"Hoping and Praying for everyone.\n\nGetty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/8EI5nYhdBr""",10/29/2019 22:36
123,,,0.0258,0.17,0.654,0.17600000000000002,1,RT @TMZ: John Cena Donating $500k to Help Battle California Fires https://t.co/L4JuOpmOJG',10/29/2019 22:36
124,,,-0.7003,0.23399999999999999,0.7659999999999999,0.0,1,RT @shani_o: Housekeepers show up to work in fire evacuation zones because their bosses neglected to tell them they evacuated https://t.co/\xe2\x80\xa6',10/29/2019 22:36
125,,,-0.6997,0.326,0.674,0.0,1,"On Fire And In The Dark, California Braces For More Dangerous Winds https://t.co/l8wzrzTy4b https://t.co/NBw5cXaWQN'",10/29/2019 22:36
126,,,0.2732,0.0,0.9,0.1,1,"Since 1972, the amount of the state\xe2\x80\x99s land that burns every year has increased fivefold, a trend very likely driven\xe2\x80\xa6 https://t.co/G2KJvhv93U'",10/29/2019 22:36
127,,,0.0,0.0,1.0,0.0,1,"@realDonaldTrump Any concerns about thousands of Americans being displaced in California? You know, they\xe2\x80\x99re still p\xe2\x80\xa6 https://t.co/S4oCQLLCOl'",10/29/2019 22:35
128,,,0.2484,0.09300000000000001,0.775,0.132,1,RT @kristie_valerie: Today in print: the Getty Fire and the story behind the internet\xe2\x80\x99s founding at UCLA. \n\nFeeling especially proud of the\xe2\x80\xa6',10/29/2019 22:35
129,,,-0.34,0.091,0.909,0.0,1,RT @nowthisnews: \xe2\x80\x98I need to get the f*ck out of here.\xe2\x80\x99 \xe2\x80\x94\xc2\xa0This harrowing footage shows the intensity of the Getty Fire in Los Angeles. Exper\xe2\x80\xa6',10/29/2019 22:35
130,,,-0.5859,0.28600000000000003,0.7140000000000001,0.0,1,"RT @YaelSwerdlow: Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/siKs7k9oe0""",10/29/2019 22:35
131,,,0.0,0.0,1.0,0.0,1,"RT @CurbedLA: The latest on the #GettyFire:\n\n\xe2\x80\xa2 It grew by 40 acres overnight, and firefighters put out flare-ups on Tigertail Road.\n\n\xe2\x80\xa2 Cont\xe2\x80\xa6'",10/29/2019 22:35
132,,,-0.29600000000000004,0.11699999999999999,0.825,0.057999999999999996,1,"RT @TIME: The Getty Fire burns off the freeway in Los Angeles, where many are being evacuated https://t.co/s2eosisXlO https://t.co/iTMEfoWd\xe2\x80\xa6'",10/29/2019 22:35
133,,,-0.34,0.11800000000000001,0.882,0.0,1,Business Insider - LA firefighters are racing against Santa Ana winds to control a fire near the Getty museum. Here\xe2\x80\xa6 https://t.co/XuyMyZ75MJ',10/29/2019 22:35
